,logFC,AveExpr,t,P.Value,adj.P.Val,B
GeneID:143379,0.174564409,-4.146945022,0.451282126,0.653088716,0.901584013,-5.113953711
GeneID:143384,0.097018205,4.730119741,0.732746316,0.465997643,0.843938603,-5.530348509
GeneID:1434,-0.233777126,7.462075591,-1.606846093,0.112291375,0.785007895,-4.790931847
GeneID:143425,-0.57264539,-2.35173074,-1.385282068,0.170073524,0.794126015,-4.506648163
GeneID:143458,-0.285932368,3.348768233,-1.348865021,0.181439922,0.794126015,-4.824868766
GeneID:143471,0.493438479,-4.143127181,1.142679153,0.256807315,0.794126015,-4.7302494
GeneID:143496,-0.0234257,-5.814080966,-0.083170384,0.933937696,0.983602096,-5.319776288
GeneID:1435,0.14785475,3.002598136,0.750707099,0.455178368,0.843938603,-5.33380219
GeneID:143501,0.036769962,-6.402466864,0.157895554,0.874963544,0.968724275,-5.36193409
GeneID:143502,-0.726633618,-2.680017315,-1.747874555,0.084579214,0.740017251,-4.139826653
GeneID:143503,-0.160884135,-2.571177035,-0.436080542,0.664031256,0.905351841,-5.075113939
GeneID:143570,-0.036007865,4.426394495,-0.23946575,0.811397819,0.949421964,-5.717245789
GeneID:1436,0.31395139,5.395589783,1.39973066,0.165717754,0.794126015,-4.940847152
GeneID:143630,0.333170753,-1.223071017,0.920564843,0.360229911,0.796601978,-4.887475673
GeneID:143662,-1.925719509,-0.480947151,-2.508695147,0.014277951,0.535675948,-3.065593244
GeneID:143666,-0.502467327,-5.106718615,-1.707555237,0.091856517,0.753462674,-4.200289189
GeneID:143678,0.04147034,-3.54719575,0.161611396,0.872046559,0.967890599,-5.141176965
GeneID:143684,0.034981887,5.105647102,0.266862585,0.790307522,0.944616301,-5.777928215
GeneID:143686,0.259364901,6.052399204,1.245637927,0.216775627,0.794126015,-5.173462179
GeneID:143689,0.602492564,2.445649073,2.493890764,0.014838528,0.542277373,-2.984980048
GeneID:1437,-0.138703353,-3.626326309,-0.318272522,0.751162993,0.933357002,-5.120074442
GeneID:1438,0.589054013,2.464983678,2.133176315,0.036182228,0.63676729,-3.641688264
GeneID:143872,-0.182663647,5.824711177,-1.016951626,0.312446596,0.794126015,-5.391103781
GeneID:143879,0.104166677,1.746093491,0.586726653,0.559149668,0.872618814,-5.280842937
GeneID:143884,-0.092657067,5.761953639,-0.741956194,0.460431653,0.843938603,-5.609709373
GeneID:143888,0.226741444,4.62128538,1.315936068,0.192204514,0.794126015,-4.982971795
GeneID:1439,0.141339154,4.691716223,0.40873293,0.683900681,0.913007906,-5.694934618
GeneID:143903,0.089974631,2.372950937,0.326963485,0.744606494,0.931290392,-5.453475277
GeneID:143941,-0.755680236,-2.757623816,-2.228511455,0.028843438,0.612489505,-3.540392009
GeneID:1440,-0.176618061,-5.221021798,-0.38109145,0.70421304,0.919942302,-5.216579621
GeneID:144097,-0.132637005,3.837325833,-0.680593919,0.498224723,0.848893031,-5.470443349
GeneID:1441,0.049226791,3.572742215,0.160549825,0.872879727,0.968100374,-5.637551009
GeneID:144100,-0.295119789,1.788536602,-0.898182108,0.37196356,0.804258976,-5.092768286
GeneID:144108,-0.013546154,4.617145068,-0.139120836,0.889727643,0.971772146,-5.754107306
GeneID:144110,-0.275647491,2.280695852,-1.151513515,0.253179547,0.794126015,-4.929154936
GeneID:144124,-0.087785777,-0.315614577,-0.172925916,0.863175599,0.965857564,-5.219811963
GeneID:144125,0.075884965,-2.536183039,0.143658223,0.886155744,0.971244823,-5.132596363
GeneID:144132,0.106843081,5.953218874,0.691125568,0.491620805,0.848846751,-5.660917277
GeneID:144165,0.184592429,4.207714114,0.702040071,0.484827706,0.848278462,-5.500104355
GeneID:144193,-0.05839046,-0.523935153,-0.153916779,0.878088858,0.969532205,-5.209293675
GeneID:144195,0.62921779,1.192945974,2.170751042,0.033115366,0.629361291,-3.558034755
GeneID:1442,-0.066725845,-5.95166034,-0.170534764,0.865048915,0.966333198,-5.323744978
GeneID:144203,0.299846271,0.159270531,0.947943008,0.346203586,0.794126015,-4.934529924
GeneID:144233,0.022372446,0.972937936,0.115276707,0.908533951,0.976759774,-5.333556431
GeneID:144245,0.067883401,4.856251982,0.503266849,0.616251884,0.891479122,-5.670827342
GeneID:1443,-0.611005883,-5.555003956,-1.350513525,0.180913262,0.794126015,-4.614129518
GeneID:144321,0.132111268,-0.096341709,0.404284174,0.687154613,0.914041002,-5.187201476
GeneID:144347,0.333164988,-2.629769666,0.860382169,0.392321108,0.816422923,-4.8918958
GeneID:144348,0.147948282,6.60299521,1.296914299,0.198637316,0.794126015,-5.151242239
GeneID:144360,0.315088048,-4.039725113,0.876554471,0.383528305,0.812255822,-4.910898781
GeneID:144363,0.256180046,1.452967409,1.327436331,0.18839186,0.794126015,-4.69003804
GeneID:1444,0.093556311,-6.419444537,0.358454744,0.721010272,0.924573617,-5.321096846
GeneID:144402,-0.066525155,4.753119357,-0.312859396,0.755255996,0.935111181,-5.730962013
GeneID:144404,-0.040779541,4.18005102,-0.383230685,0.702633083,0.9193226,-5.651574369
GeneID:144406,-0.204893213,1.933832673,-0.811007371,0.419928237,0.832474108,-5.170156777
GeneID:144423,-0.232157849,-0.4684127,-0.526123832,0.600354894,0.885965359,-5.120833824
GeneID:144448,0.592934485,-3.671536283,1.182025295,0.240930648,0.794126015,-4.683257689
GeneID:144453,-0.531787277,-4.400808515,-1.357556615,0.178676191,0.794126015,-4.558840556
GeneID:144455,-0.032270972,3.950835139,-0.112905086,0.910407536,0.977226729,-5.687394432
GeneID:144481,0.175312301,-6.325176356,0.735355224,0.464417091,0.843938603,-5.149967336
GeneID:144486,0.089059618,-6.455714463,0.383920308,0.702124033,0.919301396,-5.316762437
GeneID:1445,-0.055022229,4.832009841,-0.367906262,0.713979645,0.922750767,-5.721519122
GeneID:144501,-0.989595452,-2.108466221,-1.442034427,0.153456548,0.794126015,-4.4562902
GeneID:144535,0.792168204,1.776147434,2.389522168,0.019384234,0.568576585,-3.182458389
GeneID:144568,-1.380006785,1.394450137,-2.125838783,0.036809134,0.637043345,-3.629442624
GeneID:144571,0.075455699,4.074485021,0.242458689,0.809086721,0.948677323,-5.67999011
GeneID:144577,0.298764706,3.061163645,2.101748135,0.038934206,0.637594381,-3.719712862
GeneID:1446,-0.479589905,-5.908383315,-1.333856766,0.186288211,0.794126015,-4.647937589
GeneID:144608,-0.149002526,-0.887990709,-0.476267393,0.635268762,0.89727035,-5.115898727
GeneID:144699,0.095725621,1.342171284,0.594992583,0.553639803,0.871810304,-5.235704164
GeneID:1447,-0.264324229,-6.210058433,-0.806827431,0.422317709,0.833611295,-5.10153813
GeneID:144715,-0.049532098,2.527633392,-0.392575387,0.695746881,0.917283721,-5.450002895
GeneID:144717,-0.392380524,-0.500839953,-1.493408428,0.139526458,0.794126015,-4.427802777
GeneID:144742,-0.095007166,-5.65078446,-0.217916885,0.828085819,0.954735719,-5.289341493
GeneID:144776,0.249827182,-6.587794672,1.169695359,0.245828243,0.794126015,-4.840265517
GeneID:1448,-0.585238202,-5.68717355,-1.37218348,0.174097473,0.794126015,-4.598033222
GeneID:144809,0.645688345,-1.030933559,1.239290495,0.219102944,0.794126015,-4.657430098
GeneID:144811,0.025295894,3.427468594,0.128734488,0.897912418,0.973625574,-5.623605727
GeneID:144817,0.213074135,-6.565781303,0.988235246,0.326215701,0.794126015,-4.993807231
GeneID:144920,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:144983,0.196392835,4.401612324,1.379863245,0.171729505,0.794126015,-4.887546719
GeneID:145165,0.044124413,0.910296595,0.220769636,0.825871844,0.953755183,-5.313525999
GeneID:145173,-0.204110514,5.342759568,-1.135407994,0.259820663,0.794126015,-5.236316764
GeneID:1452,-0.016954043,7.843880267,-0.170511121,0.865067442,0.966333198,-6.014259054
GeneID:145200,0.503918233,-1.443034352,1.238849786,0.219265209,0.794126015,-4.647428965
GeneID:145216,-0.235743671,-5.731122076,-0.754684234,0.452802264,0.843938603,-5.097364354
GeneID:145226,-1.035444876,1.810964057,-2.390065415,0.019357666,0.568576585,-3.183482208
GeneID:145241,0.271172609,-4.235815208,0.70749244,0.481453722,0.847547937,-5.014630105
GeneID:145249,-0.072177648,-6.210924349,-0.272976937,0.785621352,0.943504075,-5.327200978
GeneID:145258,-0.307919078,-2.082043075,-0.781330808,0.437067981,0.841359971,-4.94234869
GeneID:145264,-1.903480164,-3.272683126,-2.468632553,0.015840753,0.542956678,-3.161485042
GeneID:145270,-0.292779874,-3.376199191,-0.463226321,0.644543874,0.899212661,-5.074758985
GeneID:145282,-0.49045324,2.941511199,-1.644081817,0.10434594,0.773524616,-4.413608781
GeneID:1453,-0.050753816,7.696222297,-0.635765858,0.52686474,0.859301175,-5.8245567
GeneID:145376,-0.241785734,-1.011928354,-0.772207768,0.442418487,0.843938603,-4.980195109
GeneID:145389,-0.072141474,5.505996539,-0.446265245,0.656691753,0.90236064,-5.752518203
GeneID:1454,-0.136718663,5.993930832,-1.02045607,0.310793395,0.794126015,-5.400534621
GeneID:145407,-0.300244988,2.143981031,-0.9838538,0.328351402,0.794126015,-5.061155762
GeneID:145438,-0.380866652,-5.587070128,-1.470881472,0.145507411,0.794126015,-4.488579994
GeneID:145447,-0.319797608,1.994441535,-0.736912637,0.463475017,0.843938603,-5.220887846
GeneID:145474,-0.220211188,-5.797849452,-0.82140841,0.414017742,0.829799163,-5.062192249
GeneID:145482,-0.074838572,3.826438004,-0.535253578,0.594058456,0.883910424,-5.549358743
GeneID:145483,-0.118460538,1.681403723,-0.851823377,0.397024541,0.818331348,-5.118011413
GeneID:145497,0.493090389,-0.574239528,1.845959002,0.068845183,0.712737851,-4.02310623
GeneID:1455,0.219580152,4.354271824,1.336972854,0.185273633,0.794126015,-4.936166434
GeneID:145501,0.134970763,-5.919749473,0.45687315,0.649083044,0.90067945,-5.24907335
GeneID:145508,-0.11062113,5.137257916,-0.591976187,0.555647312,0.872135438,-5.649656838
GeneID:145553,-0.089234412,2.296492284,-0.567511397,0.572062074,0.877299999,-5.351327825
GeneID:145567,-0.283938897,5.050157097,-1.984545474,0.050854044,0.674403192,-4.034818374
GeneID:145581,-0.549459408,-0.34995218,-1.061805072,0.291732131,0.794126015,-4.82061001
GeneID:1456,0.173523068,5.949040775,1.445449433,0.15249828,0.794126015,-4.920045653
GeneID:145624,0.262966589,-6.174166983,1.119727242,0.266403921,0.794126015,-4.860953781
GeneID:145645,-0.031273007,-6.438736791,-0.122910366,0.902506923,0.975034592,-5.369362182
GeneID:145663,0.247839944,-6.587794672,1.16481891,0.247784748,0.794126015,-4.844745599
GeneID:1457,0.04430622,5.803197111,0.365012025,0.716129962,0.923637562,-5.808639155
GeneID:145741,-0.193715891,-5.377634353,-0.552470314,0.582269331,0.880310847,-5.168120767
GeneID:145748,-0.314985063,1.999452645,-1.448439199,0.151663156,0.794126015,-4.591573569
GeneID:145757,0.239033527,-6.002088441,0.788682847,0.432783924,0.838947172,-5.093961345
GeneID:145773,0.029865955,1.114870912,0.073719589,0.941429818,0.985227061,-5.352275292
GeneID:145781,-0.081285778,4.171838874,-0.544027005,0.588036946,0.881610697,-5.581621394
GeneID:145783,0.227747897,-1.824412765,0.833635943,0.407133913,0.825415925,-4.921088655
GeneID:145788,0.097945915,-0.57934268,0.343916621,0.731871556,0.928040973,-5.172572311
GeneID:145814,0.07352358,-3.562709598,0.173038168,0.863087676,0.965857564,-5.139770748
GeneID:145820,0.251794874,-6.543767935,1.172299599,0.244787921,0.794126015,-4.835339213
GeneID:145837,0.111077274,-6.404859488,0.411569863,0.681828795,0.912116988,-5.303752164
GeneID:145845,-0.143389993,-5.667897936,-0.385730022,0.700788828,0.918834219,-5.252543208
GeneID:145853,-0.207995998,0.281095338,-1.172442632,0.244730875,0.794126015,-4.762554742
GeneID:145858,-0.078638442,-6.175791326,-0.251266456,0.802295428,0.947516545,-5.328714847
GeneID:145864,0.817723107,2.706793229,3.171428918,0.002198247,0.430342925,-1.515670749
GeneID:145873,-0.385264888,-4.260781882,-1.153260362,0.252466549,0.794126015,-4.730527995
GeneID:1459,-0.098187733,6.11595511,-0.818168657,0.415853359,0.830544437,-5.582703311
GeneID:145942,0.39042192,-3.747686092,0.756401688,0.4517784,0.843938603,-4.962885773
GeneID:145946,0.208919586,-6.051004614,0.718912824,0.4744291,0.846063027,-5.1392633
GeneID:145957,0.263365339,-1.905435904,0.727739065,0.469039701,0.844505781,-4.974557408
GeneID:145978,0.143038139,-6.51655463,0.60212377,0.548908227,0.869212563,-5.234892244
GeneID:146,-0.188969368,-4.498722494,-0.531710248,0.596498497,0.884724684,-5.110579681
GeneID:1460,-0.004709618,5.297029319,-0.040788513,0.967572909,0.992106767,-5.826156437
GeneID:146050,-0.02626322,4.132547274,-0.248207907,0.804652047,0.947797673,-5.684266086
GeneID:146057,0.374156225,6.907906511,4.006956314,0.000143676,0.430342925,0.884276732
GeneID:146059,0.020046253,5.963787451,0.169949802,0.865507314,0.966366546,-5.87023798
GeneID:146167,-1.519613042,-4.670722164,-2.629835741,0.010360743,0.513571298,-2.843705532
GeneID:146177,0.675038113,-0.943918413,1.88529597,0.063263972,0.701438397,-3.974012526
GeneID:146183,0.299813861,0.821207388,0.711191305,0.479172266,0.846925425,-5.131289443
GeneID:146198,0.007743005,4.4565975,0.048718742,0.961272976,0.990378042,-5.74589162
GeneID:1462,0.233959067,9.687618201,0.686833616,0.494306293,0.848846751,-5.933418605
GeneID:146206,0.512182997,2.292607488,1.538778178,0.128067999,0.794126015,-4.51116709
GeneID:146212,0.154977193,0.22610769,0.469686398,0.639942143,0.897859468,-5.190044017
GeneID:146223,-0.134272661,2.337607179,-0.944743486,0.347824207,0.794126015,-5.116288384
GeneID:146225,-0.026873641,-0.632273381,-0.094227236,0.925179991,0.981048089,-5.20764794
GeneID:146227,-0.304112878,0.215806069,-1.095001921,0.277020635,0.794126015,-4.822665389
GeneID:146279,-0.14242489,-1.630446356,-0.232792625,0.816556709,0.950355592,-5.144266456
GeneID:1463,-0.394997239,-5.125230117,-0.936595812,0.351973349,0.794126015,-4.939136419
GeneID:146310,-0.358491161,-3.5948533,-1.014394361,0.313656694,0.794126015,-4.808065324
GeneID:146325,0.289939704,-6.35222542,1.094179327,0.277378832,0.794126015,-4.893480926
GeneID:146330,-0.092268103,-2.336073011,-0.285061592,0.776382839,0.941919606,-5.115271229
GeneID:146336,0.383038362,-6.521754567,1.814589295,0.073586627,0.720778482,-4.092150385
GeneID:146378,0.206053333,-6.565781303,0.962741271,0.338771918,0.794126015,-5.013495769
GeneID:146395,-0.318585035,-3.751229352,-0.594484934,0.553977406,0.871810304,-5.042140464
GeneID:1464,0.720387142,6.484786156,1.993019205,0.049898124,0.671947191,-4.10849545
GeneID:146429,0.6314565,-4.536144973,1.47184766,0.145246839,0.794126015,-4.447160305
GeneID:146433,-0.171753514,-1.023281092,-0.508406931,0.612660557,0.890327699,-5.098173558
GeneID:146434,0.219297281,2.055489476,1.844552821,0.069052105,0.713078836,-4.07896824
GeneID:146439,-0.495497094,-1.361656479,-1.479308335,0.143247028,0.794126015,-4.427415501
GeneID:146456,0.190903706,1.00437487,0.886912473,0.377961897,0.807905057,-5.036033178
GeneID:146481,0.876805726,-3.633209057,1.085328231,0.281253389,0.794126015,-4.75564275
GeneID:1465,0.233048872,5.930431733,1.250651734,0.214950157,0.794126015,-5.158999144
GeneID:146512,-0.448441528,-5.4933802,-1.547128973,0.126042612,0.794126015,-4.400026836
GeneID:146513,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:146540,0.096191461,2.097327251,0.647097829,0.519544754,0.857053789,-5.290247639
GeneID:146542,0.169095713,0.378890014,0.704223368,0.483475092,0.847996723,-5.098606685
GeneID:146547,-0.543757317,-1.345082843,-2.068462133,0.04204485,0.651165377,-3.741169589
GeneID:146556,-0.549871783,-0.828588089,-1.417062988,0.160606186,0.794126015,-4.497246503
GeneID:146562,0.135195925,-1.539753212,0.531540022,0.596615837,0.884724684,-5.069748682
GeneID:1466,-0.553742084,1.670751693,-1.671349464,0.098821396,0.766535253,-4.294894538
GeneID:146664,-1.045443745,1.003747167,-1.948557649,0.05509,0.685879427,-3.893123157
GeneID:146691,0.236509681,5.338846304,1.630906107,0.107103692,0.777273295,-4.621960354
GeneID:146705,0.029867071,2.171129812,0.180941166,0.856901939,0.964109738,-5.458490155
GeneID:146712,0.008848138,2.281836286,0.04814401,0.961729476,0.990513514,-5.484970104
GeneID:146713,0.76529888,-3.836850246,1.955886094,0.054203862,0.682062245,-3.890191161
GeneID:146722,0.417687277,0.627011094,1.175254416,0.243611374,0.794126015,-4.783517715
GeneID:146723,-0.722228245,-5.557366702,-1.762285841,0.082096343,0.735796345,-4.14163514
GeneID:146754,-0.469952829,3.695108784,-0.815620637,0.417300483,0.831359717,-5.358501748
GeneID:146760,-0.8366537,-2.114808569,-1.342635854,0.18344048,0.794126015,-4.546702223
GeneID:146771,0.234564479,-6.418265524,1.010898028,0.315316243,0.794126015,-4.966442701
GeneID:146779,0.32364743,-5.006617144,0.829536807,0.40943384,0.826588278,-4.992999993
GeneID:146795,0.04258935,-6.190617324,0.162643907,0.871236336,0.967665965,-5.344033816
GeneID:1468,-0.38223457,1.480372142,-1.502394648,0.137195144,0.794126015,-4.493912248
GeneID:146802,-0.5070426,0.167344997,-1.259451905,0.211773486,0.794126015,-4.678318408
GeneID:146822,0.560421051,-5.28022658,1.87650494,0.064477014,0.705299115,-3.986112916
GeneID:146845,-0.410417874,-3.555044757,-0.849253001,0.398443825,0.819478452,-4.911410283
GeneID:146849,-0.001225107,-4.650241484,-0.003229027,0.997432189,0.999188175,-5.222129568
GeneID:146850,0.039508572,1.640209901,0.146783708,0.883696682,0.970582693,-5.400621174
GeneID:146852,-0.240197277,-6.190581734,-0.907816667,0.366883518,0.800794883,-5.03195604
GeneID:146853,0.154282484,-5.49210546,0.409854785,0.683081069,0.912735963,-5.227048268
GeneID:146857,0.4743718,3.444979917,1.660705976,0.1009488,0.771605418,-4.439352626
GeneID:146861,0.648160569,-5.550141193,1.569848272,0.12066098,0.794126015,-4.370955089
GeneID:146862,0.396778214,-4.186581899,0.946478148,0.346944957,0.794126015,-4.873598597
GeneID:146880,-0.111586894,5.057945767,-0.623439293,0.53488775,0.862438784,-5.624847543
GeneID:146894,-1.435426525,-3.873337218,-3.085087137,0.002849443,0.439939722,-2.100472773
GeneID:1469,-0.608415239,-2.219624412,-0.758635731,0.450448571,0.843938603,-4.952133597
GeneID:146909,-0.176820254,2.086005293,-0.48694723,0.627716172,0.895365277,-5.359910734
GeneID:146923,0.06205289,3.962850802,0.590485164,0.556640972,0.872464557,-5.538484459
GeneID:146956,-0.378788188,2.465197387,-1.609148967,0.111786253,0.784392827,-4.425503654
GeneID:147,0.508067609,-2.257939243,1.026770745,0.307829373,0.794126015,-4.792246739
GeneID:1470,-1.753050092,-1.439108635,-2.140667413,0.035551798,0.636543935,-3.644131398
GeneID:147004,0.194251608,-6.60980804,0.926123919,0.35735283,0.794126015,-5.043692479
GeneID:147007,-0.055459449,3.594609065,-0.555749464,0.580036635,0.879231292,-5.513017898
GeneID:147011,0.122047374,0.989541525,0.832587393,0.40772148,0.825787734,-5.070025805
GeneID:147015,0.14210487,-0.11072456,0.713216436,0.477925722,0.846859963,-5.06012615
GeneID:147040,0.002072094,-0.349089794,0.007287986,0.994204436,0.998428594,-5.229385314
GeneID:147081,-0.22077808,0.550355274,-0.767894213,0.444961565,0.843938603,-5.072396126
GeneID:147093,0.117190482,-6.565781303,0.557325105,0.578965276,0.879231292,-5.259471505
GeneID:1471,0.354050984,6.936542217,1.976598872,0.051764671,0.676181067,-4.161771088
GeneID:147111,-0.465894342,-3.701438893,-0.950025664,0.34515132,0.794126015,-4.854526099
GeneID:147138,0.311294407,4.900175066,0.839849366,0.403662734,0.823223219,-5.470672553
